Student_ID,First Name,Last Name,Email,Gender,Age,Attendance (%),Study_hours_per_day,Midterm_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Final_Score
2323,Anthony,Green,anthony.green19@edu.com,Female,22,92,9,99,41,84,6,83.39
2324,Michael,Henderson,michael.henderson64@edu.com,Male,21,85,20,73,65,84,3,96.12
2325,Brian,Allen,brian.allen55@edu.com,Female,18,93,16,51,63,64,3,74.31
2326,Edward,King,edward.king49@edu.com,Female,19,65,16,44,88,67,2,84.52
2327,Lauren,Ross,lauren.ross10@edu.com,Female,22,100,15,31,83,35,1,66.5
2328,Ronald,King,ronald.king64@edu.com,Male,21,96,16,93,71,77,3,100.0
2329,Stephanie,Davis,stephanie.davis82@edu.com,Female,22,99,24,73,84,64,2,97.61
2330,Alan,Williams,alan.williams75@edu.com,Female,20,71,18,50,48,83,0,76.59
2331,Krista,James,krista.james25@edu.com,Male,22,72,6,92,91,32,9,84.67
2332,David,Wilson,david.wilson42@edu.com,Female,18,84,15,44,79,94,10,92.2
2333,Ronald,Burke,ronald.burke1@edu.com,Male,22,89,12,82,54,64,1,84.45
2334,Marie,Potts,marie.potts56@edu.com,Male,19,69,13,51,74,94,1,81.49
2335,Dennis,Soto,dennis.soto42@edu.com,Female,19,61,0,53,81,54,6,62.81
2336,Jill,Reynolds,jill.reynolds17@edu.com,Female,21,86,24,89,79,64,7,100.0
2337,Gregory,Jones,gregory.jones91@edu.com,Female,22,85,15,44,49,42,2,67.84
2338,Melissa,Johnson,melissa.johnson47@edu.com,Male,21,64,14,67,55,32,6,72.95
2339,Monica,Garcia,monica.garcia36@edu.com,Female,21,63,3,54,48,88,5,70.63
2340,Amber,Johnson,amber.johnson81@edu.com,Male,22,63,18,80,58,33,1,81.99
2341,Emily,Miller,emily.miller11@edu.com,Male,18,68,3,70,65,44,6,72.5
2342,Charles,Norman,charles.norman51@edu.com,Male,21,89,9,90,91,43,9,91.34
2343,Cindy,Kim,cindy.kim89@edu.com,Female,20,83,24,43,58,51,7,82.04
2344,Thomas,Williams,thomas.williams34@edu.com,Male,19,61,24,36,51,54,3,67.42
2345,Michael,Williams,michael.williams49@edu.com,Male,18,86,16,82,68,55,8,87.55
2346,James,Underwood,james.underwood65@edu.com,Female,20,99,0,100,84,65,9,90.89
2347,Jerry,Bentley,jerry.bentley93@edu.com,Female,20,70,1,55,48,73,6,66.65
2348,Anthony,Rodriguez,anthony.rodriguez31@edu.com,Male,18,73,10,35,63,94,9,72.04
2349,Michele,Humphrey,michele.humphrey8@edu.com,Female,19,95,22,99,92,45,8,100.0
2350,Julie,Cruz,julie.cruz82@edu.com,Female,18,76,12,30,95,58,8,75.06
2351,Evan,Stein,evan.stein50@edu.com,Female,21,79,15,99,45,61,1,88.35
2352,Travis,Jones,travis.jones79@edu.com,Female,18,67,5,81,98,84,2,85.01
2353,Megan,Newton,megan.newton48@edu.com,Male,20,98,17,98,94,87,1,100.0
2354,Thomas,Palmer,thomas.palmer89@edu.com,Female,20,92,13,81,60,36,0,84.06
2355,Joseph,Hernandez,joseph.hernandez20@edu.com,Male,21,97,21,46,98,86,8,96.54
2356,Justin,Roberts,justin.roberts68@edu.com,Female,21,97,13,92,86,56,2,97.98
2357,Angela,Martinez,angela.martinez34@edu.com,Male,19,67,8,45,52,86,1,63.98
2358,Matthew,Wong,matthew.wong60@edu.com,Female,21,97,7,67,62,75,10,83.44
2359,Karen,Bennett,karen.bennett57@edu.com,Male,18,98,12,51,54,89,1,78.93
2360,Michael,Escobar,michael.escobar88@edu.com,Male,22,63,22,52,98,85,8,100.0
2361,Michael,White,michael.white41@edu.com,Male,21,86,11,96,69,37,3,90.29
2362,Derek,Guerrero,derek.guerrero47@edu.com,Female,21,69,5,32,90,92,2,70.75
2363,Cynthia,Drake,cynthia.drake61@edu.com,Female,22,64,0,36,85,95,2,63.81
2364,Rodney,Carlson,rodney.carlson17@edu.com,Male,19,99,0,54,43,60,6,58.78
2365,Theresa,Hernandez,theresa.hernandez75@edu.com,Female,20,61,20,60,53,83,4,84.03
2366,David,Anderson,david.anderson73@edu.com,Female,19,99,24,94,90,93,6,100.0
2367,Kathleen,Carter,kathleen.carter75@edu.com,Male,21,89,10,40,62,84,3,68.42
2368,Andrew,Williams,andrew.williams77@edu.com,Male,21,72,22,71,44,82,5,85.17
2369,Nancy,Hayes,nancy.hayes33@edu.com,Female,22,96,7,52,78,86,4,81.33
2370,Jesus,Hoover,jesus.hoover37@edu.com,Female,22,93,18,84,55,88,1,95.94
2371,Elizabeth,Decker,elizabeth.decker2@edu.com,Male,18,63,2,58,62,90,6,71.13
2372,James,Wilcox,james.wilcox9@edu.com,Female,19,79,6,72,47,92,5,74.66
2373,Joseph,Chambers,joseph.chambers56@edu.com,Male,19,92,12,88,86,53,0,97.06
2374,Sue,Wade,sue.wade79@edu.com,Male,21,96,24,38,81,55,8,85.05
2375,James,Ellison,james.ellison7@edu.com,Female,18,75,7,38,60,69,5,64.73
2376,Steve,Moore,steve.moore17@edu.com,Female,22,93,22,52,100,78,8,99.35
2377,Brittney,Robinson,brittney.robinson96@edu.com,Female,20,79,8,79,46,72,4,78.57
2378,Sean,Haynes,sean.haynes25@edu.com,Female,21,100,20,59,96,45,10,99.86
2379,Andrew,Moreno,andrew.moreno28@edu.com,Female,22,94,18,59,46,50,1,81.03
2380,Cynthia,Harris,cynthia.harris80@edu.com,Female,18,95,17,56,55,40,4,74.02
2381,Emily,Garcia,emily.garcia82@edu.com,Female,20,83,19,44,56,85,7,86.45
2382,Albert,Gilbert,albert.gilbert92@edu.com,Female,22,82,13,93,94,84,3,100.0
2383,Andrew,Hill,andrew.hill3@edu.com,Male,21,79,23,82,59,58,0,98.04
2384,Carmen,Mason,carmen.mason7@edu.com,Male,20,78,1,44,91,30,7,62.49
2385,Preston,Savage,preston.savage56@edu.com,Male,22,93,11,81,95,39,5,89.64
2386,Paul,Zuniga,paul.zuniga92@edu.com,Female,20,94,22,55,62,93,9,93.08
2387,Heidi,Olson,heidi.olson30@edu.com,Male,21,89,21,34,61,80,7,79.62
2388,Nicole,Long,nicole.long71@edu.com,Male,19,60,19,94,93,70,3,100.0
2389,William,Rice,william.rice8@edu.com,Male,20,76,15,85,64,33,3,85.19
2390,Joshua,Morrison,joshua.morrison19@edu.com,Female,21,99,14,65,61,39,8,77.83
2391,Justin,Garcia,justin.garcia35@edu.com,Male,19,85,11,62,81,78,2,85.73
2392,Lawrence,Ramos,lawrence.ramos83@edu.com,Female,20,88,5,45,62,65,4,66.37
2393,Timothy,Atkinson,timothy.atkinson20@edu.com,Male,20,81,23,39,46,72,10,81.6
2394,Amanda,Deleon,amanda.deleon86@edu.com,Male,22,83,24,84,73,44,7,96.41
2395,Gregory,Hall,gregory.hall87@edu.com,Female,21,82,0,58,90,66,2,67.41
2396,Charles,Stewart,charles.stewart5@edu.com,Female,21,75,22,87,76,73,5,100.0
2397,Scott,Mathews,scott.mathews72@edu.com,Male,19,98,3,50,54,76,0,68.04
2398,John,Patton,john.patton24@edu.com,Male,21,69,9,82,60,56,10,81.06
2399,Christian,Owens,christian.owens38@edu.com,Male,18,85,3,79,84,31,1,76.11
2400,Chelsea,Gates,chelsea.gates93@edu.com,Female,21,99,14,99,74,57,2,98.71
2401,Vicki,Horn,vicki.horn47@edu.com,Male,20,72,5,58,65,77,2,71.3
2402,Travis,Phillips,travis.phillips75@edu.com,Female,20,65,18,47,62,73,10,79.12
2403,Robert,Evans,robert.evans79@edu.com,Female,21,78,16,75,90,58,10,100.0
2404,Joyce,Carter,joyce.carter93@edu.com,Female,21,100,11,48,77,92,8,82.41
2405,Crystal,Nixon,crystal.nixon31@edu.com,Female,20,74,4,82,55,35,7,72.44
2406,Evan,Cannon,evan.cannon10@edu.com,Male,19,70,21,94,51,92,0,98.75
2407,Steven,Lopez,steven.lopez73@edu.com,Female,22,90,24,44,89,71,0,89.36
2408,Michael,Hayes,michael.hayes57@edu.com,Female,21,76,23,37,78,85,9,89.91
2409,Shelly,Kelly,shelly.kelly66@edu.com,Male,21,85,23,60,45,72,1,86.56
2410,Louis,Smith,louis.smith60@edu.com,Female,20,80,24,32,48,83,4,74.52
2411,Richard,Mathews,richard.mathews24@edu.com,Male,18,84,23,95,49,94,0,100.0
2412,Jose,Erickson,jose.erickson52@edu.com,Female,20,68,18,64,61,52,5,79.75
2413,Ryan,Lopez,ryan.lopez53@edu.com,Female,22,63,17,36,70,70,9,77.76
2414,Nathan,Reid,nathan.reid49@edu.com,Male,22,99,11,71,48,46,2,77.07
2415,Pamela,Knight,pamela.knight32@edu.com,Female,19,86,20,53,44,30,8,65.63
2416,Denise,Bailey,denise.bailey94@edu.com,Female,19,63,8,64,85,55,9,78.25
2417,Jennifer,Ware,jennifer.ware14@edu.com,Male,18,85,5,49,66,46,5,60.47
2418,Alexander,Brown,alexander.brown2@edu.com,Female,18,97,18,86,85,65,0,100.0
2419,Theresa,Mccarthy,theresa.mccarthy9@edu.com,Female,20,100,4,84,54,83,5,82.49
2420,Courtney,Gibson,courtney.gibson20@edu.com,Female,20,68,22,98,77,43,0,100.0
2421,Madison,Hart,madison.hart78@edu.com,Male,19,61,23,57,98,36,2,89.45
2422,Brooke,Vaughn,brooke.vaughn55@edu.com,Male,20,65,20,92,46,59,6,89.35
2423,Ryan,Charles,ryan.charles15@edu.com,Male,22,64,11,46,86,60,2,73.54
2424,Wendy,Soto,wendy.soto55@edu.com,Female,20,88,0,98,86,92,7,88.64
2425,Katherine,Wood,katherine.wood26@edu.com,Male,19,74,13,67,58,64,0,74.48
2426,Richard,Carroll,richard.carroll37@edu.com,Female,19,88,24,36,94,39,0,84.44
2427,Tracy,Medina,tracy.medina50@edu.com,Male,18,62,16,58,53,93,1,78.05
2428,Anthony,Hamilton,anthony.hamilton14@edu.com,Female,19,66,5,82,48,68,1,75.14
2429,Jillian,Foster,jillian.foster4@edu.com,Female,22,98,8,44,45,43,6,59.16
2430,Donald,Graham,donald.graham74@edu.com,Male,22,97,15,74,49,59,8,82.84
2431,Miranda,Ramirez,miranda.ramirez39@edu.com,Female,18,72,2,96,85,40,8,85.03
2432,Kathryn,Li,kathryn.li51@edu.com,Female,22,100,10,94,45,45,9,84.78
2433,Miguel,Williams,miguel.williams99@edu.com,Female,21,79,15,77,89,43,9,97.45
2434,Anthony,Chaney,anthony.chaney26@edu.com,Female,21,88,11,66,81,66,1,82.7
2435,Robert,Schultz,robert.schultz40@edu.com,Female,22,73,12,77,87,40,10,90.91
2436,Eric,Woods,eric.woods93@edu.com,Female,20,62,21,76,48,53,8,86.87
2437,John,Hoffman,john.hoffman26@edu.com,Female,22,65,19,97,56,67,6,95.62
2438,Gregory,Mason,gregory.mason15@edu.com,Female,19,70,24,57,87,58,4,93.51
2439,Jill,Rice,jill.rice35@edu.com,Male,19,95,24,73,72,94,10,99.21
2440,Barbara,Boone,barbara.boone99@edu.com,Male,22,60,4,43,71,84,6,61.77
2441,Frank,Farmer,frank.farmer64@edu.com,Male,19,84,10,75,77,39,4,83.23
2442,Lori,Holt,lori.holt34@edu.com,Male,21,83,21,73,85,43,9,96.69
2443,Kevin,Brown,kevin.brown26@edu.com,Male,20,98,3,46,64,78,4,64.13
2444,Jonathan,Galloway,jonathan.galloway75@edu.com,Male,22,78,16,36,58,67,0,69.93
2445,Brian,Chandler,brian.chandler73@edu.com,Female,18,60,17,70,61,80,0,84.51
2446,Austin,Anderson,austin.anderson68@edu.com,Male,19,73,5,31,41,89,3,59.79
2447,Brian,Roman,brian.roman98@edu.com,Female,21,82,18,92,59,30,4,89.12
2448,Thomas,Crawford,thomas.crawford77@edu.com,Female,19,77,5,91,58,76,3,81.82
2449,Nicole,Adams,nicole.adams15@edu.com,Male,21,74,24,76,62,61,3,91.14
2450,Mary,Thomas,mary.thomas18@edu.com,Female,18,97,19,97,70,45,10,100.0
2451,Christian,Lee,christian.lee76@edu.com,Male,22,79,14,71,44,72,6,88.09
2452,William,Allen,william.allen72@edu.com,Male,18,85,5,61,55,67,6,64.15
2453,Kari,Riley,kari.riley87@edu.com,Female,20,68,4,73,95,46,7,80.15
2454,Veronica,Moore,veronica.moore80@edu.com,Male,22,74,5,48,86,57,8,70.52
2455,Ashley,Schwartz,ashley.schwartz82@edu.com,Male,21,85,22,97,53,47,2,93.05
2456,Kenneth,Jordan,kenneth.jordan70@edu.com,Female,21,65,6,36,69,61,6,64.17
2457,David,Woods,david.woods89@edu.com,Male,18,71,20,94,76,87,2,100.0
2458,Renee,Carter,renee.carter48@edu.com,Female,18,70,5,100,43,43,3,80.02
2459,Lucas,Carter,lucas.carter27@edu.com,Female,22,68,4,56,45,51,5,54.32
2460,Kim,Higgins,kim.higgins81@edu.com,Female,19,60,22,92,81,78,3,100.0
2461,Crystal,Mcbride,crystal.mcbride29@edu.com,Female,18,84,19,86,95,65,3,100.0
2462,Jessica,Byrd,jessica.byrd8@edu.com,Male,22,96,0,78,90,36,4,75.1
2463,Judy,Garcia,judy.garcia67@edu.com,Female,18,62,24,95,56,35,1,98.05
2464,Heather,Flynn,heather.flynn92@edu.com,Male,22,94,13,74,96,83,5,99.51
2465,Michelle,Cook,michelle.cook95@edu.com,Female,18,85,5,96,67,59,7,92.55
2466,Anna,Benson,anna.benson48@edu.com,Female,18,71,24,32,85,30,5,76.29
2467,Daniel,Snyder,daniel.snyder82@edu.com,Female,19,70,17,40,98,38,3,75.82
2468,Kathy,Blankenship,kathy.blankenship37@edu.com,Male,19,94,24,93,90,73,5,100.0
2469,Lisa,Shepard,lisa.shepard8@edu.com,Female,18,90,12,90,88,80,7,100.0
2470,Bradley,Mccann,bradley.mccann58@edu.com,Male,20,77,22,37,91,82,3,93.41
2471,Adam,Brown,adam.brown20@edu.com,Female,21,78,13,88,83,57,8,98.16
2472,Carol,Hendrix,carol.hendrix25@edu.com,Male,21,91,19,75,87,37,9,93.65
2473,Krystal,Wagner,krystal.wagner84@edu.com,Male,20,94,13,41,48,49,10,63.3
2474,Tracie,Booker,tracie.booker1@edu.com,Female,21,84,13,35,96,58,7,76.81
2475,Donna,Cherry,donna.cherry19@edu.com,Male,22,69,11,46,44,91,10,72.37
2476,Anita,Nunez,anita.nunez36@edu.com,Male,22,86,11,64,69,45,2,79.47
2477,Keith,Morgan,keith.morgan4@edu.com,Male,21,63,6,85,71,44,5,80.1
2478,Carol,Johnson,carol.johnson93@edu.com,Male,20,75,16,89,73,42,8,93.16
2479,Joshua,Schwartz,joshua.schwartz95@edu.com,Female,20,62,22,30,91,65,8,82.0
2480,Ronald,Howell,ronald.howell29@edu.com,Male,19,74,19,44,86,88,1,85.2
2481,Jennifer,Warren,jennifer.warren15@edu.com,Male,18,97,4,52,84,39,0,68.74
2482,Jason,Jenkins,jason.jenkins21@edu.com,Male,21,82,10,88,70,92,9,97.84
2483,Kristen,Romero,kristen.romero50@edu.com,Male,22,79,19,60,66,92,5,91.02
2484,Gregory,Kennedy,gregory.kennedy83@edu.com,Female,18,81,18,60,53,74,8,80.76
2485,Christopher,Brown,christopher.brown11@edu.com,Female,19,95,4,62,100,36,1,71.99
2486,Christopher,Webb,christopher.webb51@edu.com,Female,21,74,24,85,100,48,2,100.0
2487,Brian,Meyers,brian.meyers40@edu.com,Male,21,72,22,44,52,67,2,73.89
2488,Christopher,Palmer,christopher.palmer34@edu.com,Male,20,92,9,96,54,33,3,77.3
2489,Douglas,Harrison,douglas.harrison22@edu.com,Male,20,88,1,70,92,66,5,83.05
2490,Jason,Carrillo,jason.carrillo84@edu.com,Female,19,70,6,35,96,92,0,74.5
2491,Ryan,Mcintyre,ryan.mcintyre46@edu.com,Female,21,62,19,80,98,89,0,99.52
2492,Richard,Galloway,richard.galloway48@edu.com,Male,20,73,15,49,51,76,7,70.14
2493,Allison,Wright,allison.wright86@edu.com,Male,18,69,17,35,71,46,9,70.33
2494,Larry,Smith,larry.smith85@edu.com,Male,21,86,4,63,57,36,6,61.77
2495,Michelle,Jones,michelle.jones52@edu.com,Male,21,88,1,36,51,89,5,58.18
2496,Trevor,Ho,trevor.ho57@edu.com,Male,20,77,13,86,72,60,6,88.79
2497,Bradley,Porter,bradley.porter48@edu.com,Male,22,67,12,34,64,80,7,68.57
2498,Anne,Lane,anne.lane17@edu.com,Female,18,65,16,40,54,40,1,64.55
2499,Maria,Green,maria.green1@edu.com,Male,21,75,13,86,46,89,6,91.07
2500,Gina,Monroe,gina.monroe87@edu.com,Male,19,66,8,70,93,62,3,91.57
2501,Danny,Rodriguez,danny.rodriguez10@edu.com,Male,21,76,6,64,77,41,4,70.07
2502,Kimberly,Taylor,kimberly.taylor64@edu.com,Female,20,88,8,55,72,76,0,72.26
2503,Jeremy,Turner,jeremy.turner61@edu.com,Male,22,84,9,55,45,40,9,61.35
2504,Sheila,Landry,sheila.landry93@edu.com,Female,22,65,21,99,64,61,8,99.34
2505,Christopher,Miller,christopher.miller81@edu.com,Male,18,92,19,82,43,39,10,80.03
2506,Aaron,Jackson,aaron.jackson33@edu.com,Female,21,97,7,84,76,44,9,84.89
2507,Matthew,Taylor,matthew.taylor15@edu.com,Male,19,86,3,91,63,67,5,77.17
2508,Robert,Matthews,robert.matthews85@edu.com,Male,21,66,0,72,68,56,6,69.27
2509,Amy,Carr,amy.carr21@edu.com,Female,22,82,1,47,87,67,8,68.28
2510,Erin,Brewer,erin.brewer53@edu.com,Female,18,95,10,31,70,71,7,67.88
2511,Travis,Oneal,travis.oneal78@edu.com,Female,20,67,20,58,80,76,4,91.97
2512,Joshua,Jackson,joshua.jackson77@edu.com,Female,21,61,6,70,46,86,2,71.58
2513,Jason,Lopez,jason.lopez99@edu.com,Female,22,68,11,78,43,55,8,80.59
2514,Mary,Moses,mary.moses73@edu.com,Female,22,77,5,60,92,95,2,81.75
2515,James,Fields,james.fields47@edu.com,Female,20,87,6,67,92,84,10,87.58
2516,Mark,Daniel,mark.daniel63@edu.com,Male,21,85,3,67,83,57,2,73.51
2517,Michelle,Yates,michelle.yates85@edu.com,Male,22,62,1,64,76,48,8,67.86
2518,Paul,Bryan,paul.bryan79@edu.com,Female,20,98,20,61,50,40,1,76.42
2519,Kevin,Smith,kevin.smith15@edu.com,Male,21,66,20,34,83,87,9,86.08
2520,Michael,Scott,michael.scott26@edu.com,Female,18,94,0,89,46,44,6,71.55
2521,George,Joseph,george.joseph25@edu.com,Male,21,92,18,50,59,34,0,72.12
2522,Gina,Jackson,gina.jackson17@edu.com,Female,22,98,20,92,82,52,7,100.0
2523,Tiffany,Martinez,tiffany.martinez63@edu.com,Male,22,78,11,41,42,67,6,65.26
2524,Mary,Neal,mary.neal90@edu.com,Male,20,73,22,55,45,31,3,73.16
2525,Gabrielle,Lloyd,gabrielle.lloyd18@edu.com,Male,18,70,15,68,79,76,5,88.58
2526,Ryan,Davis,ryan.davis68@edu.com,Male,20,70,5,35,91,65,1,65.03
2527,Nicholas,Olsen,nicholas.olsen51@edu.com,Male,20,87,8,45,56,76,9,72.68
2528,Erin,Long,erin.long27@edu.com,Female,20,79,1,36,53,95,10,60.81
2529,Kimberly,Snyder,kimberly.snyder35@edu.com,Female,21,100,10,70,78,83,10,88.98
2530,Bailey,Bradford,bailey.bradford52@edu.com,Female,22,98,5,85,90,39,6,79.23
2531,Leah,Hanna,leah.hanna38@edu.com,Female,19,78,11,87,51,68,10,83.88
2532,William,Mitchell,william.mitchell80@edu.com,Female,22,64,8,31,72,51,2,56.31
2533,John,Howard,john.howard71@edu.com,Male,21,68,4,75,86,65,9,84.63
2534,Joseph,Gaines,joseph.gaines35@edu.com,Male,21,87,12,73,45,61,10,82.65
2535,Brian,Andrews,brian.andrews14@edu.com,Male,18,61,13,73,57,95,8,86.09
2536,Lisa,Brown,lisa.brown53@edu.com,Male,19,71,16,59,68,57,1,82.23
2537,Deborah,Wood,deborah.wood50@edu.com,Male,18,94,3,62,52,76,4,67.01
2538,Bryan,Nguyen,bryan.nguyen79@edu.com,Male,21,66,2,40,42,55,9,48.23
2539,Jordan,Sharp,jordan.sharp80@edu.com,Female,22,76,20,78,73,55,0,95.01
2540,Jennifer,Campbell,jennifer.campbell55@edu.com,Male,18,96,20,67,88,57,3,99.26
2541,Robert,Weaver,robert.weaver77@edu.com,Female,18,88,23,98,75,53,3,100.0
2542,Lindsay,Dawson,lindsay.dawson58@edu.com,Male,22,78,15,41,77,58,5,77.08
2543,Frank,Preston,frank.preston78@edu.com,Male,20,84,8,46,43,31,9,61.04
2544,Gina,Jackson,gina.jackson37@edu.com,Female,20,100,6,71,43,35,9,63.68
2545,William,Peterson,william.peterson53@edu.com,Female,19,66,6,54,76,62,6,69.06
2546,Patricia,Wells,patricia.wells79@edu.com,Female,19,64,3,75,49,83,2,72.06
2547,Sheila,Coffey,sheila.coffey58@edu.com,Female,20,66,3,65,51,59,2,65.97
2548,Thomas,Nguyen,thomas.nguyen73@edu.com,Male,19,66,13,85,96,38,6,86.99
2549,Jacob,Gordon,jacob.gordon23@edu.com,Female,20,66,12,100,43,92,2,90.38
2550,Victoria,Kline,victoria.kline94@edu.com,Female,21,71,16,53,91,90,7,89.72
2551,Teresa,Carr,teresa.carr98@edu.com,Female,20,93,22,81,95,68,1,100.0
2552,Andre,Frye,andre.frye47@edu.com,Female,20,76,4,97,67,47,5,81.3
2553,Ann,Curry,ann.curry22@edu.com,Female,20,95,9,82,77,51,4,83.62
2554,Christopher,Chaney,christopher.chaney10@edu.com,Male,21,68,2,50,72,91,8,68.59
2555,John,Williams,john.williams85@edu.com,Female,18,66,19,75,75,46,8,92.11
2556,Stephen,Taylor,stephen.taylor12@edu.com,Male,22,81,14,58,92,45,3,79.43
2557,Kyle,Ramirez,kyle.ramirez65@edu.com,Male,18,74,1,92,57,77,8,73.13
2558,Elizabeth,Strickland,elizabeth.strickland85@edu.com,Male,21,70,3,75,79,81,2,79.08
2559,Jennifer,Anderson,jennifer.anderson18@edu.com,Male,20,83,14,96,64,35,3,86.08
2560,Peter,Cooper,peter.cooper70@edu.com,Female,22,94,11,30,99,75,0,77.07
2561,Lori,Stephenson,lori.stephenson72@edu.com,Female,22,68,4,46,82,55,7,71.04
2562,John,Jackson,john.jackson92@edu.com,Male,20,75,15,62,80,71,3,85.14
2563,Samantha,Larson,samantha.larson54@edu.com,Female,19,87,12,32,44,54,9,59.72
2564,Kevin,Owen,kevin.owen24@edu.com,Female,18,100,14,42,77,38,3,75.76
2565,Courtney,Donovan,courtney.donovan82@edu.com,Male,21,93,1,61,96,52,1,75.08
2566,Ronald,Jackson,ronald.jackson96@edu.com,Male,21,95,13,77,80,85,1,93.42
2567,Leah,Long,leah.long34@edu.com,Female,18,90,22,87,66,37,5,97.92
2568,Diane,Mcdonald,diane.mcdonald68@edu.com,Female,22,65,0,53,85,57,5,66.88
2569,Jacob,Romero,jacob.romero22@edu.com,Female,18,91,15,81,46,65,8,85.23
2570,Jason,Wilkins,jason.wilkins89@edu.com,Male,22,94,23,68,43,68,5,86.59
2571,Rachael,Clark,rachael.clark98@edu.com,Female,21,79,17,40,65,35,3,70.41
2572,Charles,Gonzalez,charles.gonzalez43@edu.com,Female,19,87,11,62,79,74,2,87.45
2573,Laura,Morris,laura.morris89@edu.com,Female,20,84,8,37,61,40,2,61.32
2574,Barbara,Rice,barbara.rice24@edu.com,Male,19,71,0,66,69,37,5,60.48
2575,Samantha,Torres,samantha.torres35@edu.com,Male,22,89,16,43,87,42,6,81.65
2576,Kevin,Acosta,kevin.acosta49@edu.com,Female,20,96,9,36,83,72,5,73.56
2577,Melanie,Diaz,melanie.diaz21@edu.com,Male,21,100,17,30,44,86,9,72.02
2578,Christopher,Mejia,christopher.mejia53@edu.com,Male,22,100,15,100,74,87,8,100.0
2579,Michele,Davis,michele.davis68@edu.com,Male,18,84,20,89,93,31,10,97.06
2580,William,Williams,william.williams5@edu.com,Female,22,63,12,41,87,72,0,77.41
2581,Veronica,Ruiz,veronica.ruiz19@edu.com,Male,22,97,10,52,92,58,5,78.8
2582,April,Moon,april.moon89@edu.com,Female,19,72,20,41,50,59,2,73.22
2583,Sherry,Shelton,sherry.shelton87@edu.com,Female,21,94,9,53,49,75,7,73.76
2584,Courtney,Phillips,courtney.phillips21@edu.com,Female,21,100,14,70,66,56,6,87.75
2585,Daniel,King,daniel.king58@edu.com,Male,19,74,18,32,67,89,4,75.71
2586,Anna,Salazar,anna.salazar51@edu.com,Female,20,87,18,79,63,58,2,90.19
2587,Jason,Morales,jason.morales56@edu.com,Female,22,75,18,72,47,49,4,80.4
2588,Danielle,Houston,danielle.houston2@edu.com,Female,22,90,3,64,43,47,10,62.89
2589,David,Warner,david.warner48@edu.com,Male,21,100,0,76,90,78,8,85.33
2590,Jeremy,Huff,jeremy.huff31@edu.com,Male,22,74,10,86,54,81,6,88.53
2591,Donna,Ingram,donna.ingram33@edu.com,Female,18,68,12,97,82,80,8,99.34
2592,Justin,Sandoval,justin.sandoval61@edu.com,Female,20,62,2,75,93,88,4,86.69
2593,Deborah,Ellis,deborah.ellis6@edu.com,Male,22,88,6,68,42,78,7,72.02
2594,Sarah,Duran,sarah.duran19@edu.com,Male,20,78,18,65,74,77,10,91.88
2595,Joseph,Ramsey,joseph.ramsey47@edu.com,Female,19,77,10,89,71,91,1,92.61
2596,Charles,Roy,charles.roy47@edu.com,Male,22,65,5,89,63,92,8,89.66
2597,Mark,Bentley,mark.bentley98@edu.com,Male,20,87,2,55,75,89,3,74.83
2598,Cynthia,Jones,cynthia.jones16@edu.com,Female,21,68,7,39,69,43,10,69.26
2599,Anthony,Butler,anthony.butler31@edu.com,Female,19,72,15,59,47,36,4,74.08
2600,Barbara,Evans,barbara.evans6@edu.com,Female,22,100,19,77,60,91,8,97.48
2601,Karla,Moore,karla.moore95@edu.com,Female,20,66,11,89,66,89,2,90.25
2602,Alexis,Jones,alexis.jones29@edu.com,Male,21,82,9,71,56,43,7,76.24
2603,Kelly,Reed,kelly.reed60@edu.com,Female,22,90,0,84,94,95,2,94.23
2604,Mark,Gates,mark.gates34@edu.com,Female,21,67,3,50,60,70,7,64.76
2605,Melvin,Dean,melvin.dean46@edu.com,Male,20,89,15,66,40,66,6,75.61
2606,Rachel,Miller,rachel.miller29@edu.com,Female,19,66,1,43,43,82,2,47.9
2607,Dawn,Montgomery,dawn.montgomery69@edu.com,Male,20,83,12,33,43,69,9,61.37
2608,Dawn,Garza,dawn.garza52@edu.com,Male,19,73,19,31,62,41,2,67.53
2609,Sheri,Jones,sheri.jones52@edu.com,Female,22,98,21,57,52,83,0,82.7
2610,John,Collier,john.collier29@edu.com,Female,22,74,0,42,53,51,2,52.62
2611,William,Vasquez,william.vasquez4@edu.com,Male,20,74,10,51,41,72,1,65.82
2612,Dawn,Moreno,dawn.moreno86@edu.com,Male,19,83,1,78,80,91,4,84.85
2613,Caroline,Parker,caroline.parker59@edu.com,Male,18,63,18,74,44,79,2,91.09
2614,Bob,Thompson,bob.thompson6@edu.com,Male,22,60,13,37,52,85,9,66.57
2615,Michael,Hernandez,michael.hernandez60@edu.com,Female,20,90,18,43,77,85,8,86.19
2616,Anthony,Welch,anthony.welch59@edu.com,Male,18,93,4,91,68,88,10,93.64
2617,Jessica,Fischer,jessica.fischer28@edu.com,Female,21,95,9,62,80,49,0,73.76
2618,Jessica,Lucas,jessica.lucas23@edu.com,Male,21,64,11,35,78,35,8,63.87
2619,Noah,Brewer,noah.brewer34@edu.com,Female,21,75,9,97,85,36,0,85.55
2620,Dan,Jones,dan.jones73@edu.com,Male,20,78,14,56,63,32,2,64.95
2621,Ronald,Moyer,ronald.moyer36@edu.com,Male,19,93,15,74,94,50,2,90.6
2622,Kenneth,Decker,kenneth.decker61@edu.com,Female,18,86,3,86,97,95,1,95.47
